Timestamp,ExecutionType,NumIterations,ImageWidth,ImageHeight,NumAngles,NumDetectors,RelaxationFactor,FinalErrorNorm,ReconstructionTime_ms
2025-10-06 19:46:41,Metal,1000,256,256,256,725,200,0.109868,11863.9
2025-10-06 20:22:45,Metal,100,256,256,256,725,210,0.183508,1176.77
2025-10-06 20:22:52,Metal,500,256,256,256,725,210,0.118379,5887.37
2025-10-06 20:23:06,Metal,1000,256,256,256,725,210,0.10946,11791.3
2025-10-06 20:30:08,Metal,100,256,256,180,870,200,0.188795,836.214
2025-10-06 20:30:14,Metal,500,256,256,180,870,200,0.135485,4265.21
2025-10-06 20:30:23,Metal,1000,256,256,180,870,200,0.131617,8455.33
2025-10-06 20:31:52,Metal,100,256,256,180,870,210,0.185558,829.162
2025-10-06 20:31:57,Metal,500,256,256,180,870,210,0.135025,4225.1
2025-10-06 20:32:07,Metal,1000,256,256,180,870,210,0.131484,8533.29
2025-10-06 20:33:56,Metal,100,256,256,360,725,200,0.186113,1627.65
2025-10-06 20:34:06,Metal,500,256,256,360,725,200,0.112066,8176.63
2025-10-06 20:34:25,Metal,1000,256,256,360,725,200,0.0981711,16581.3
2025-10-06 20:35:26,Metal,100,256,256,360,725,200,0.186113,1684.66
2025-10-06 20:35:37,Metal,500,256,256,360,725,200,0.112066,8635.24
2025-10-06 20:35:56,Metal,1000,256,256,360,725,200,0.0981711,16533.9
2025-10-06 20:36:17,Metal,100,256,256,360,725,210,0.182624,1715.65
2025-10-06 20:36:28,Metal,500,256,256,360,725,210,0.110798,8683.19
2025-10-06 20:36:47,Metal,1000,256,256,360,725,210,0.0974495,16984.9
2025-10-06 21:02:37,Metal,100,256,256,360,725,220,2.86788,1632.58
2025-10-06 21:02:48,Metal,500,256,256,360,725,220,3062.76,8196.98
2025-10-06 21:03:06,Metal,1000,256,256,360,725,220,1.87442e+07,16216.8
2025-10-06 21:03:40,Metal,100,256,256,360,725,215,0.183205,1799.31
2025-10-06 21:03:53,Metal,500,256,256,360,725,215,0.110205,9918.82
2025-10-06 21:04:13,Metal,1000,256,256,360,725,215,0.0971092,17297.1
2025-10-06 21:07:12,Metal,100,256,256,256,725,215,0.184034,1282.54
2025-10-06 21:07:20,Metal,500,256,256,256,725,215,0.117935,6342.83
2025-10-06 21:07:34,Metal,1000,256,256,256,725,215,0.109271,12344.7
2025-10-06 21:08:13,Metal,100,256,256,256,725,220,2.81588,1235.88
2025-10-06 21:08:21,Metal,500,256,256,256,725,220,2794.25,6338.28
2025-10-06 21:08:35,Metal,1000,256,256,256,725,220,1.56024e+07,12405.6
2025-10-06 21:14:44,Metal,100,256,256,256,725,200,0.186925,1270.4
2025-10-06 21:14:52,Metal,500,256,256,256,725,200,0.119339,6328.72
2025-10-06 21:15:06,Metal,1000,256,256,256,725,200,0.109868,12449.3
2025-10-06 21:16:19,Metal,100,256,256,256,725,0,0.822784,1245.05
2025-10-06 21:16:27,Metal,500,256,256,256,725,0,0.659316,6342.41
2025-10-06 21:16:41,Metal,1000,256,256,256,725,0,0.573908,12619.2
2025-10-06 21:20:06,Metal,100,256,256,360,725,0,0.822772,1679.97
2025-10-06 21:20:17,Metal,500,256,256,360,725,0,0.659305,8239.06
2025-10-06 21:20:36,Metal,1000,256,256,360,725,0,0.573893,16478.6
2025-10-06 22:14:14,Metal,100,256,256,360,725,0,0.822772,1713.96
2025-10-06 22:14:25,Metal,500,256,256,360,725,0,0.659305,9076.54
2025-10-06 22:14:45,Metal,1000,256,256,360,725,0,0.573893,17294.5
2025-10-06 22:17:53,Metal-linear,100,256,256,360,725,0,0.832863,1027.06
2025-10-06 22:18:00,Metal-linear,500,256,256,360,725,0,0.670885,5234.92
2025-10-06 22:18:12,Metal-linear,1000,256,256,360,725,0,0.587037,10510.7
2025-10-06 22:19:16,Metal-linear,100,256,256,360,725,175,0.196552,1049.48
2025-10-06 22:19:23,Metal-linear,500,256,256,360,725,175,0.110999,5309.85
2025-10-06 22:19:34,Metal-linear,1000,256,256,360,725,175,0.0941593,10296.9
2025-10-06 22:23:22,Metal-linear,100,256,256,360,725,200,0.185455,1110.18
2025-10-06 22:23:29,Metal-linear,500,256,256,360,725,200,0.107179,5334.58
2025-10-06 22:23:41,Metal-linear,1000,256,256,360,725,200,0.0915031,10475.2
2025-10-06 22:24:06,Metal-linear,100,256,256,360,725,210,0.181642,1039.33
2025-10-06 22:24:12,Metal-linear,500,256,256,360,725,210,0.105866,5245.96
2025-10-06 22:24:24,Metal-linear,1000,256,256,360,725,210,0.0905559,10829
2025-10-06 22:24:49,Metal-linear,100,256,256,360,725,215,0.179848,1046.22
2025-10-06 22:24:56,Metal-linear,500,256,256,360,725,215,0.105248,5443.48
2025-10-06 22:25:09,Metal-linear,1000,256,256,360,725,215,0.0901027,11065.1
2025-10-06 22:43:42,Metal-linear,100,256,256,256,725,215,0.18135,781.156
2025-10-06 22:43:47,Metal-linear,500,256,256,256,725,215,0.115841,3951.36
2025-10-06 22:43:55,Metal-linear,1000,256,256,256,725,215,0.106522,7568.57
2025-10-06 22:44:29,Metal-linear,100,256,256,256,725,220,0.179683,799.872
2025-10-06 22:44:34,Metal-linear,500,256,256,256,725,220,0.115431,3872.48
2025-10-06 22:44:42,Metal-linear,1000,256,256,256,725,220,0.106284,7498.16
2025-10-06 22:45:53,Metal-linear,100,256,256,180,725,220,0.184686,556.461
2025-10-06 22:45:56,Metal-linear,500,256,256,180,725,220,0.136745,2811.92
2025-10-06 22:46:02,Metal-linear,1000,256,256,180,725,220,0.131966,5708.45
2025-10-06 22:50:27,Metal-linear,100,256,256,90,725,220,0.209624,292.155
2025-10-06 22:50:29,Metal-linear,500,256,256,90,725,220,0.194917,1388.26
2025-10-06 22:50:32,Metal-linear,1000,256,256,90,725,220,0.194207,2817.77
2025-10-06 22:50:46,Metal-linear,100,256,256,90,725,220,0.209624,293.61
2025-10-06 22:50:47,Metal-linear,500,256,256,90,725,220,0.194917,1379.94
2025-10-06 22:50:51,Metal-linear,1000,256,256,90,725,220,0.194207,2778.39
2025-10-06 22:51:20,Metal-linear,100,256,256,90,725,230,0.20807,283.183
2025-10-06 22:51:22,Metal-linear,500,256,256,90,725,230,0.194872,1347.04
2025-10-06 22:51:25,Metal-linear,1000,256,256,90,725,230,0.194158,2691.04
2025-10-06 22:59:57,Metal-line,100,256,256,90,725,230,0.223596,228.851
2025-10-06 22:59:58,Metal-line,500,256,256,90,725,230,0.205004,1079.57
2025-10-06 23:00:01,Metal-line,1000,256,256,90,725,230,0.20361,2037.05
2025-10-06 23:00:23,Metal-line,100,256,256,90,725,240,0.221803,215.369
