Timestamp,ExecutionType,NumIterations,ImageWidth,ImageHeight,NumAngles,NumDetectors,RelaxationFactor,FinalErrorNorm,ReconstructionTime_ms
2025-10-06 23:00:24,Metal-line,500,256,256,90,725,240,0.204926,1017.48
2025-10-06 23:00:26,Metal-line,1000,256,256,90,725,240,0.203515,2015.91
2025-10-06 23:01:05,Metal-line,100,256,256,360,725,240,0.177116,686.991
2025-10-06 23:01:09,Metal-line,500,256,256,360,725,240,0.0960635,3430.08
2025-10-06 23:01:17,Metal-line,1000,256,256,360,725,240,0.0784919,6765.58
2025-10-06 23:01:58,Metal-line,100,256,256,360,725,250,0.173553,695.135
2025-10-06 23:02:02,Metal-line,500,256,256,360,725,250,0.0949477,3422.26
2025-10-06 23:02:10,Metal-line,1000,256,256,360,725,250,0.0775076,6780.72
2025-10-06 23:02:43,Metal-line,100,256,256,256,725,250,0.178566,549.36
2025-10-06 23:02:47,Metal-line,500,256,256,256,725,250,0.114298,2954.4
2025-10-06 23:02:53,Metal-line,1000,256,256,256,725,250,0.104423,5313.17
2025-10-06 23:03:32,Metal-line,100,256,256,256,725,260,0.175488,492.202
2025-10-06 23:03:36,Metal-line,500,256,256,256,725,260,0.113658,2501.63
2025-10-06 23:03:41,Metal-line,1000,256,256,256,725,260,0.103907,5043.69
2025-10-06 23:04:21,Metal-line,100,256,256,180,725,260,0.18464,392.005
2025-10-06 23:04:23,Metal-line,500,256,256,180,725,260,0.139765,1814.35
2025-10-06 23:04:28,Metal-line,1000,256,256,180,725,260,0.133961,3637.84
2025-10-06 23:04:57,Metal-line,100,256,256,180,725,280,0.179906,391.409
2025-10-06 23:05:00,Metal-line,500,256,256,180,725,280,0.1391,1826.68
2025-10-06 23:05:04,Metal-line,1000,256,256,180,725,280,0.133342,3626.29
2025-10-06 23:32:08,Metal-line,100,256,256,360,725,280,0.16419,677.917
2025-10-06 23:32:16,Metal-line,500,256,256,360,725,280,0.0919281,3475.3
2025-10-06 23:32:27,Metal-line,1000,256,256,360,725,280,0.0747908,6820.48
2025-10-07 10:58:57,Metal-line-constrained,100,256,256,360,725,280,0.154995,699.321
2025-10-07 10:59:05,Metal-line-constrained,500,256,256,360,725,280,0.0513844,3540.76
2025-10-07 10:59:20,Metal-line-constrained,1000,256,256,360,725,280,0.0314429,6865.34
2025-10-07 11:02:29,Metal-line,100,256,256,360,725,280,0.16419,697.989
2025-10-07 11:02:35,Metal-line,500,256,256,360,725,280,0.0919281,3565.02
2025-10-07 11:02:44,Metal-line,1000,256,256,360,725,280,0.0747908,6842.46
2025-10-07 11:07:02,Metal-line,100,256,256,360,725,280,0.16419,672.994
2025-10-07 11:07:09,Metal-line,500,256,256,360,725,280,0.0919281,3732.58
2025-10-07 11:07:18,Metal-line,1000,256,256,360,725,280,0.0747908,6956.83
2025-10-07 11:08:31,Metal-line-constrained,1000,256,256,360,725,280,0.0314429,6737.65
2025-10-07 11:13:09,Metal-line-constrained,1000,256,256,256,725,280,0.044694,5122.5
2025-10-07 11:13:25,Metal-line-constrained,100,256,256,256,725,280,0.157542,500.819
2025-10-07 11:13:30,Metal-line-constrained,500,256,256,256,725,280,0.063691,2531.04
2025-10-07 11:13:37,Metal-line-constrained,1000,256,256,256,725,280,0.044694,5184.87
2025-10-07 11:14:25,Metal-line-constrained,100,256,256,180,725,280,0.159754,367.794
2025-10-07 11:14:28,Metal-line-constrained,500,256,256,180,725,280,0.0729665,1835.84
2025-10-07 11:14:32,Metal-line-constrained,1000,256,256,180,725,280,0.0563616,3606.34
2025-10-07 11:15:05,Metal-line-constrained,100,256,256,90,725,280,0.175728,212.43
2025-10-07 11:15:06,Metal-line-constrained,500,256,256,90,725,280,0.117667,1036.99
2025-10-07 11:15:09,Metal-line-constrained,1000,256,256,90,725,280,0.106972,2034.92
2025-10-07 11:36:35,Metal-line-constrained,100,256,256,360,725,280,0.154995,697.617
2025-10-07 11:36:39,Metal-line-constrained,500,256,256,360,725,280,0.0513844,3491.99
2025-10-07 11:36:47,Metal-line-constrained,1000,256,256,360,725,280,0.0314429,6843.45
2025-10-07 19:10:41,Metal-line-constrained,1000,256,256,360,725,280,0.03108,6769.41
2025-10-07 19:11:14,Metal-line-constrained,500,256,256,360,725,280,0.0507437,3665.52
2025-10-07 19:11:53,Metal-line-constrained,2000,256,256,360,725,280,0.0184399,13132
2025-10-07 19:12:40,Metal-line-constrained,2000,256,256,360,725,280,0.0186669,13844.3
2025-10-07 19:13:31,Metal-line-constrained,5000,256,256,360,725,280,0.0099494,27280.2
2025-10-07 19:14:25,Metal-line-constrained,5000,256,256,360,725,300,0.00988556,25891.8
2025-10-07 19:14:51,Metal-line-constrained,2000,256,256,360,725,300,0.0176535,13429.8
2025-10-07 19:15:14,Metal-line-constrained,1000,256,256,360,725,300,0.0299252,6991.04
2025-10-07 19:15:42,Metal-line-constrained,1000,256,256,360,725,320,0.0285652,6898.67
2025-10-07 19:16:26,Metal-line-constrained,1000,256,256,360,725,330,0.0279334,6739.35
2025-10-07 19:16:52,Metal-line-constrained,1000,256,256,360,725,340,0.0273257,6795.35
2025-10-07 19:17:20,Metal-line-constrained,1000,256,256,360,725,350,0.026563,6934.39
2025-10-07 19:22:40,Metal-line-constrained,100,256,256,360,725,350,0.135476,668.032
2025-10-07 19:22:44,Metal-line-constrained,500,256,256,360,725,350,0.0430704,3442.93
2025-10-07 19:22:52,Metal-line-constrained,1000,256,256,360,725,350,0.026563,6947.3
2025-10-07 19:26:48,Metal-line-constrained,100,256,256,256,725,350,0.139356,542.265
2025-10-07 19:26:51,Metal-line-constrained,500,256,256,256,725,350,0.0566396,2644.93
2025-10-07 19:26:57,Metal-line-constrained,1000,256,256,256,725,350,0.0405172,5543.54
2025-10-07 19:27:24,Metal-line-constrained,100,256,256,180,725,350,0.142001,389.089
2025-10-07 19:27:26,Metal-line-constrained,500,256,256,180,725,350,0.0668141,1844.05
2025-10-07 19:27:30,Metal-line-constrained,1000,256,256,180,725,350,0.0529579,3619.57
2025-10-07 19:31:54,Metal-line-constrained,100,256,256,360,725,350,0.135476,702.068
2025-10-07 19:31:59,Metal-line-constrained,500,256,256,360,725,350,0.0430704,3495.9
2025-10-07 19:32:06,Metal-line-constrained,1000,256,256,360,725,350,0.026563,6974.57

